Account name,Account IBAN,Counteraccount IBAN,Transaction date,Amount,Currency,Detail
Dario,BE18164253037129,BE98915484353021,Mon Mar 16 03:26:46 CET 2020,-4221.98,EUR,Culpa numquam doloribus pariatur.
Dario,BE18164253037129,BE93545442357125,Fri Mar 13 10:40:59 CET 2020,-3449.38,EUR,Reprehenderit vel eaque odio tenetur nobis dolores.
Dario,BE18164253037129,BE38226179655519,Mon Mar 16 09:32:32 CET 2020,-3360.95,EUR,Ut nisi aperiam.
Dario,BE18164253037129,BE95432012869181,Sun Mar 15 22:53:05 CET 2020,-4861.69,EUR,Ipsam excepturi maiores minima doloremque est deleniti.
Dario,BE18164253037129,BE40015179850061,Mon Mar 16 13:25:00 CET 2020,-3094.95,EUR,Asperiores in voluptatum beatae exercitationem neque.
Dario,BE18164253037129,BE82634554355638,Mon Mar 16 04:54:22 CET 2020,2125.8,EUR,Sed doloribus itaque voluptas provident ut facilis sint.
Dario,BE18164253037129,BE15261786196713,Sun Mar 15 12:42:13 CET 2020,-363.59,EUR,Nam excepturi officia et recusandae et.
Dario,BE18164253037129,BE27727542210618,Mon Mar 16 06:19:18 CET 2020,-1855.34,EUR,Et sunt sit iusto dolore dolores inventore.
Bruce,BE37902248559783,BE41990807283509,Sat Feb 29 03:00:31 CET 2020,-732.93,EUR,Quo repellendus blanditiis aut.
Bruce,BE37902248559783,BE88626052092421,Mon Mar 02 08:18:40 CET 2020,2231.23,EUR,Et ut accusantium rerum.
Bruce,BE37902248559783,BE11422105770649,Fri Feb 28 17:53:35 CET 2020,3829.71,EUR,Maiores sint exercitationem suscipit.
Bruce,BE37902248559783,BE81123318977989,Thu Feb 20 03:37:04 CET 2020,3580.97,EUR,Delectus distinctio laborum deleniti placeat architecto.
Bruce,BE37902248559783,BE80126000691417,Sat Mar 07 08:57:35 CET 2020,3529.96,EUR,Aspernatur non quasi repellendus cum commodi quia.
Bruce,BE37902248559783,BE80978187435852,Sun Mar 08 19:30:09 CET 2020,-3182.71,EUR,Dolores animi omnis deleniti quasi quod consequatur laudantium.
Bruce,BE37902248559783,BE25221069758027,Thu Mar 12 13:51:39 CET 2020,-1729.96,EUR,Qui unde praesentium expedita doloremque et harum quo.
Bruce,BE37902248559783,BE43172150605183,Sat Mar 07 15:14:46 CET 2020,-4235.45,EUR,Vel et fugiat libero fugiat.
Apolonia,BE79252277507788,BE91024471538992,Fri Mar 13 01:02:39 CET 2020,2195.17,EUR,Dolor exercitationem sunt maxime assumenda.
Apolonia,BE79252277507788,BE95108649747762,Wed Mar 04 16:44:50 CET 2020,-918.61,EUR,Ipsam aliquam rerum aut.
Apolonia,BE79252277507788,BE23807213066018,Mon Mar 16 06:52:10 CET 2020,-34.67,EUR,Labore voluptas sed.
Apolonia,BE79252277507788,BE66273438885238,Fri Mar 13 12:52:44 CET 2020,-2559.44,EUR,Atque tempora dolores pariatur soluta.
Apolonia,BE79252277507788,BE49936917335484,Mon Mar 02 17:16:26 CET 2020,-2473.17,EUR,Ducimus blanditiis quam beatae et.
Jeffry,BE06319286994782,BE07085808694716,Tue Mar 03 16:07:35 CET 2020,-3458.78,EUR,Voluptates modi quae voluptatem corporis.
Jeffry,BE06319286994782,BE59070711670331,Thu Mar 12 17:39:35 CET 2020,-759.64,EUR,Eos rerum quam ipsa fugiat.
Jeffry,BE06319286994782,BE42229342223077,Wed Mar 11 07:10:42 CET 2020,-4633.7,EUR,Rerum voluptas dolorem quia quo ducimus ut.
Cheyenne,BE25959550881065,BE77803282830589,Tue Mar 03 05:48:29 CET 2020,-739.67,EUR,Eius ut non.
Cheyenne,BE25959550881065,BE57120449636747,Sun Mar 15 07:25:32 CET 2020,-251.39,EUR,Temporibus expedita aut doloremque enim.
Cheyenne,BE25959550881065,BE14335041739876,Sat Mar 07 13:12:55 CET 2020,4818.6,EUR,Pariatur repellat aut aperiam et.
Neal,BE88755692526752,BE32819661184496,Mon Mar 16 00:37:56 CET 2020,-1876.35,EUR,Iusto quisquam veritatis rerum animi ut praesentium aliquid.
Neal,BE88755692526752,BE32569798182992,Wed Mar 11 18:37:44 CET 2020,1915.14,EUR,In animi aut a illum culpa.
Neal,BE88755692526752,BE84487836911997,Tue Mar 10 13:41:43 CET 2020,-2407.89,EUR,Accusantium et in beatae ipsam.
Neal,BE88755692526752,BE27252829323003,Mon Feb 24 04:22:16 CET 2020,1483.38,EUR,Distinctio voluptas exercitationem labore minima.
Neal,BE88755692526752,BE54210724570832,Sun Mar 15 18:24:00 CET 2020,-1432.56,EUR,Adipisci qui minus velit reiciendis mollitia doloribus.
Dorian,BE39808995107244,BE89344858068298,Tue Mar 10 12:07:31 CET 2020,2001.96,EUR,Quasi alias voluptas est.
Loria,BE52856965551709,BE50538140910752,Thu Mar 05 01:20:24 CET 2020,-3647.03,EUR,Quia non earum excepturi nobis ad.
Loria,BE52856965551709,BE80965519306371,Thu Mar 12 06:07:06 CET 2020,-1857.98,EUR,Voluptatum omnis qui doloremque officia ut maxime.
Loria,BE52856965551709,BE52634223068392,Thu Feb 27 14:10:51 CET 2020,-2411.81,EUR,Delectus occaecati eos.
Ricky,BE87236625226707,BE57261727420165,Fri Mar 13 02:28:26 CET 2020,-3588.88,EUR,Molestias est modi earum nisi.
Hipolito,BE79334057395413,BE45330117418015,Sat Mar 14 09:50:03 CET 2020,-1820.3,EUR,Quia minima culpa.
Hipolito,BE79334057395413,BE95570953117499,Thu Mar 05 05:58:19 CET 2020,-588.26,EUR,Aut architecto rerum voluptatem iusto quas non.
Hipolito,BE79334057395413,BE06293675129041,Sat Mar 07 04:01:38 CET 2020,-1522.47,EUR,Quia est ab quas rerum dolores.
Hipolito,BE79334057395413,BE28036313870583,Thu Mar 12 14:43:56 CET 2020,-2256.83,EUR,Aut beatae autem aliquam molestias voluptate placeat.
Hipolito,BE79334057395413,BE34325719272149,Wed Mar 11 20:42:12 CET 2020,-4173.03,EUR,In fugiat et nostrum.
Hipolito,BE79334057395413,BE71826675352928,Thu Mar 05 02:55:58 CET 2020,-1208.33,EUR,Iusto soluta ut molestiae.
Hipolito,BE79334057395413,BE53127411152801,Mon Mar 16 06:48:16 CET 2020,-3707.33,EUR,Delectus nemo vel recusandae velit alias et perspiciatis.
Hipolito,BE79334057395413,BE75998549454685,Thu Mar 12 09:36:21 CET 2020,-4683.13,EUR,Nemo neque corporis quo deserunt nobis soluta.
Hipolito,BE79334057395413,BE59203094255668,Tue Mar 10 10:27:17 CET 2020,-921.91,EUR,Earum tempora adipisci.
Randee,BE35971816697531,BE13019240004961,Sun Mar 15 15:55:11 CET 2020,-4994.55,EUR,Vitae et perferendis.
Randee,BE35971816697531,BE55005889358377,Sun Mar 08 07:58:25 CET 2020,-668.85,EUR,Qui consequatur et iusto.
Randee,BE35971816697531,BE80381789531658,Fri Feb 28 13:35:04 CET 2020,3994.51,EUR,Ut dolorem tenetur sed laudantium in qui.
Vito,BE10574590941651,BE48386165258882,Wed Feb 19 18:58:08 CET 2020,4295.19,EUR,Ut magni fuga id reprehenderit dignissimos.
Vito,BE10574590941651,BE78998234754427,Sun Mar 15 01:19:39 CET 2020,-2476.94,EUR,Sunt voluptas ipsam modi.
Vito,BE10574590941651,BE43513533821674,Sat Mar 14 04:57:52 CET 2020,-2167.28,EUR,Blanditiis reiciendis blanditiis sit nostrum qui.
Vito,BE10574590941651,BE75843005715494,Sat Mar 14 20:59:09 CET 2020,-3781.59,EUR,In nemo nostrum quia sed qui et.
Vito,BE10574590941651,BE92241450568441,Mon Mar 09 13:53:36 CET 2020,2200.31,EUR,Sit blanditiis in nulla molestiae.
Vito,BE10574590941651,BE11687511206895,Sat Mar 14 08:49:43 CET 2020,-1594.5,EUR,Incidunt repudiandae sed et quibusdam.
Vito,BE10574590941651,BE97657059472905,Sun Mar 15 08:34:22 CET 2020,3200.71,EUR,Necessitatibus amet velit ab quibusdam aut quae est.
Vito,BE10574590941651,BE40002491222831,Fri Mar 06 12:08:53 CET 2020,-1474.6,EUR,Animi ab praesentium non.
Vito,BE10574590941651,BE42831191812451,Sat Mar 07 16:27:51 CET 2020,4973.75,EUR,Eum exercitationem est aut amet hic et.
Rodney,BE17270303883174,BE47987996212052,Sat Mar 14 03:06:39 CET 2020,4799.04,EUR,Quam aut inventore sit omnis rerum explicabo reiciendis.
Rodney,BE17270303883174,BE91423548834717,Sun Mar 15 04:48:40 CET 2020,953.77,EUR,Dolores perferendis harum sunt earum odio maxime.
Rodney,BE17270303883174,BE27907287918125,Sat Mar 07 08:30:37 CET 2020,3535.87,EUR,Sunt doloremque atque omnis quis cupiditate qui.
Rodney,BE17270303883174,BE07647504231214,Sun Mar 08 01:45:46 CET 2020,-4401.66,EUR,Itaque culpa qui tempore exercitationem velit molestiae.
Rodney,BE17270303883174,BE36870010949204,Sat Mar 14 10:29:11 CET 2020,-1107.81,EUR,Quisquam consequatur neque odit consequatur.
Rodney,BE17270303883174,BE82867268891363,Sun Feb 23 03:08:13 CET 2020,-1964.12,EUR,Occaecati alias rerum adipisci ab voluptas facilis autem.
Rodney,BE17270303883174,BE78527767947334,Sun Mar 08 21:57:45 CET 2020,54.85,EUR,Praesentium minima qui.
Sydney,BE80898103147027,BE77769962072693,Fri Feb 21 15:34:41 CET 2020,-2571.27,EUR,Velit ea adipisci assumenda et dolores et.
Sydney,BE80898103147027,BE52764693394468,Fri Mar 13 05:13:18 CET 2020,2450.45,EUR,Similique suscipit expedita quibusdam placeat esse laboriosam.
Sydney,BE80898103147027,BE86700821881553,Sat Mar 14 11:11:30 CET 2020,-2175.47,EUR,Sunt aperiam architecto quis.
Sydney,BE80898103147027,BE89859125797788,Fri Feb 28 11:35:01 CET 2020,2303.05,EUR,Impedit qui tempore.
Sydney,BE80898103147027,BE38458745494997,Tue Feb 25 03:07:24 CET 2020,-193.56,EUR,Ex ratione fugiat.
Sydney,BE80898103147027,BE23422430542438,Fri Mar 06 01:09:04 CET 2020,-1011.47,EUR,Praesentium magnam est sit.
Sydney,BE80898103147027,BE19299029410273,Sun Mar 15 19:25:07 CET 2020,-2381.63,EUR,Voluptatem cupiditate magnam debitis est qui.
Forest,BE37555107577813,BE24636557077755,Fri Mar 06 12:03:23 CET 2020,-1795.41,EUR,Sed dolorem delectus amet.
Forest,BE37555107577813,BE76334746608597,Mon Mar 02 01:52:19 CET 2020,-1499.08,EUR,Debitis provident et consequatur et veritatis minima neque.
Forest,BE37555107577813,BE54453036201391,Fri Mar 13 01:27:04 CET 2020,-4533.62,EUR,Numquam quia qui alias occaecati beatae aliquid.
Carlos,BE50810726193393,BE52887468720923,Wed Mar 11 17:56:42 CET 2020,4187.1,EUR,Molestiae doloremque dolores aliquid.
Carlos,BE50810726193393,BE92036040449711,Sat Mar 07 16:33:17 CET 2020,3118.23,EUR,Quam fuga id et et quis.
Carlos,BE50810726193393,BE51094955801393,Fri Mar 06 20:10:12 CET 2020,-3991.3,EUR,Consequatur dolore quo totam pariatur consectetur in voluptate.
Carlos,BE50810726193393,BE24285626168627,Mon Mar 16 12:35:20 CET 2020,3472.78,EUR,Est ab iure maxime quisquam minus impedit.
Estell,BE69934086521656,BE93818343407261,Wed Mar 11 06:30:07 CET 2020,1124.73,EUR,Qui ipsa et et.
Eve,BE90785338841677,BE20879115462321,Mon Mar 09 05:28:55 CET 2020,-3514.87,EUR,Laborum et consequatur molestiae deserunt dolorum adipisci a.
Eve,BE90785338841677,BE79380596511216,Sat Mar 14 16:34:29 CET 2020,2458.05,EUR,Non harum totam sit nam.
Eve,BE90785338841677,BE66587551741919,Sat Feb 29 00:34:43 CET 2020,2326.78,EUR,Et suscipit perferendis.
Eve,BE90785338841677,BE58487878091099,Mon Mar 02 02:18:24 CET 2020,4898.11,EUR,Ut ut tenetur rerum quia enim a deleniti.
Eve,BE90785338841677,BE03464286972058,Wed Mar 04 15:45:53 CET 2020,995.98,EUR,Ducimus repudiandae vel minus eum.
Eve,BE90785338841677,BE40144781663745,Sun Mar 08 09:18:47 CET 2020,1573.43,EUR,Suscipit repellendus ut nulla sed ut.
Eve,BE90785338841677,BE55126439983333,Fri Mar 06 19:53:59 CET 2020,1958.12,EUR,Ab accusantium voluptate itaque commodi.
Eve,BE90785338841677,BE57931368246737,Sun Mar 15 07:07:49 CET 2020,-3992.63,EUR,Ipsam et voluptatem optio.
Eve,BE90785338841677,BE25535816404948,Mon Mar 16 10:49:37 CET 2020,4083.0,EUR,Ipsum incidunt autem harum impedit magnam animi autem.
Eve,BE90785338841677,BE03600499118753,Mon Mar 16 11:10:47 CET 2020,-3072.5,EUR,Quos est rerum sit.
Darcie,BE22980050924654,BE53684289299632,Sun Mar 15 05:00:13 CET 2020,-1269.06,EUR,Molestias qui ea aperiam.
Darcie,BE22980050924654,BE48408909291105,Mon Feb 24 08:43:54 CET 2020,4763.77,EUR,Voluptatem adipisci dolorum excepturi et.
Darcie,BE22980050924654,BE06307730153464,Mon Mar 16 09:44:24 CET 2020,4279.16,EUR,Nesciunt aliquam vitae.
Darcie,BE22980050924654,BE69309611414950,Mon Mar 09 10:28:33 CET 2020,-1285.88,EUR,Et minus quasi.
Idella,BE67759612386952,BE49885002481815,Sun Mar 15 02:31:33 CET 2020,439.03,EUR,Hic eum doloremque beatae.
Idella,BE67759612386952,BE84831072889016,Mon Mar 09 07:10:01 CET 2020,-3602.66,EUR,Voluptatem totam debitis sint voluptatem.
Idella,BE67759612386952,BE30462063571425,Fri Mar 13 22:18:08 CET 2020,3120.67,EUR,Impedit possimus eaque deserunt dolore vel ipsa earum.
Idella,BE67759612386952,BE26948296057571,Sat Feb 29 23:09:24 CET 2020,-4122.8,EUR,Odit eum veritatis.
Idella,BE67759612386952,BE52199971922212,Mon Mar 16 02:24:45 CET 2020,3777.36,EUR,Soluta enim ipsa impedit atque ipsum et omnis.
Idella,BE67759612386952,BE72302956087465,Sun Mar 08 14:20:19 CET 2020,-4620.57,EUR,Inventore ut aut error neque voluptatem praesentium.
Idella,BE67759612386952,BE50491242789995,Sun Mar 15 08:33:32 CET 2020,2864.68,EUR,Error saepe nostrum eaque dolor sunt sed.
Idella,BE67759612386952,BE81433377144557,Wed Mar 11 17:01:08 CET 2020,2978.57,EUR,Et ipsum mollitia cumque vel in quas est.
Idella,BE67759612386952,BE78673951422817,Thu Mar 05 09:57:55 CET 2020,-390.6,EUR,Odio recusandae excepturi alias illo natus sed dolorem.
Idella,BE67759612386952,BE31485993077393,Fri Mar 13 11:10:14 CET 2020,3715.88,EUR,Non eos qui vel exercitationem voluptatibus aspernatur.
Daryl,BE68097874354838,BE31155733723320,Sat Mar 07 14:46:48 CET 2020,-3669.73,EUR,Sequi illo repudiandae atque impedit voluptatibus facilis neque.
Daryl,BE68097874354838,BE12255834427214,Fri Mar 06 02:02:31 CET 2020,-4698.08,EUR,In incidunt magni expedita ut porro.
Daryl,BE68097874354838,BE50663378721596,Fri Mar 13 20:16:29 CET 2020,913.52,EUR,Voluptatem consectetur perspiciatis natus et nemo dolor beatae.
Daryl,BE68097874354838,BE28659613697256,Wed Mar 11 15:56:19 CET 2020,861.19,EUR,Quos id provident.
Sharyn,BE61069802592891,BE35747244978805,Tue Mar 10 08:23:19 CET 2020,-1209.66,EUR,Enim quo at quasi dignissimos ducimus.
Sharyn,BE61069802592891,BE86443140148877,Sun Mar 15 15:30:56 CET 2020,-3739.58,EUR,Qui aut aut molestias.
Sharyn,BE61069802592891,BE16903150788977,Tue Mar 03 05:32:09 CET 2020,4668.8,EUR,Temporibus non tempora aut quia et.
Sharyn,BE61069802592891,BE48896955212840,Wed Mar 04 22:54:12 CET 2020,-490.42,EUR,Sunt maiores error voluptates aliquid magnam natus natus.
Sharyn,BE61069802592891,BE52104991856323,Mon Mar 16 04:36:13 CET 2020,594.95,EUR,Rerum aperiam consequatur eum minus error.
Sharyn,BE61069802592891,BE40315953043254,Sat Mar 07 23:34:12 CET 2020,-4849.45,EUR,Error esse aut.
Sharyn,BE61069802592891,BE10428365880134,Sat Mar 14 07:01:36 CET 2020,1222.64,EUR,Aut est aut.
Sharyn,BE61069802592891,BE84169230086832,Sun Mar 15 07:40:02 CET 2020,-3370.34,EUR,Ad hic ducimus cum id asperiores quos quam.
Sharyn,BE61069802592891,BE12208138967524,Sat Mar 14 22:22:24 CET 2020,4222.11,EUR,Optio ut quod dicta ducimus.
Miss,BE44746514354758,BE24060494922667,Mon Mar 16 03:05:38 CET 2020,-4777.08,EUR,Cupiditate omnis repudiandae nam et consequuntur.
Miss,BE44746514354758,BE25063672385211,Sat Feb 29 16:25:26 CET 2020,-4846.49,EUR,Doloremque quam incidunt veniam placeat praesentium ratione.
Miss,BE44746514354758,BE28865907829657,Sat Feb 29 10:28:46 CET 2020,3615.02,EUR,Quis tempore et itaque.
Miss,BE44746514354758,BE98840911542892,Sun Mar 08 13:29:28 CET 2020,-3692.49,EUR,Dolor ipsum itaque.
Miss,BE44746514354758,BE32716582938777,Sun Mar 15 19:32:34 CET 2020,2309.85,EUR,Porro officiis accusantium sed sed consequatur et eaque.
Miss,BE44746514354758,BE17039749737075,Thu Mar 12 03:27:43 CET 2020,-392.8,EUR,Distinctio quidem et quia non.
Miss,BE44746514354758,BE45051618856585,Tue Mar 03 12:59:18 CET 2020,-4151.32,EUR,Totam voluptate aut qui alias quasi.
Miss,BE44746514354758,BE78615572039844,Sun Mar 15 05:04:15 CET 2020,-1608.58,EUR,Et aut quisquam nihil.
Jonathon,BE54668147111156,BE46104283784173,Sun Mar 15 08:14:05 CET 2020,-2535.84,EUR,Voluptas dolores enim.
Jonathon,BE54668147111156,BE84101879790294,Mon Mar 16 05:48:59 CET 2020,-4679.44,EUR,Consectetur aut at mollitia et eos quia excepturi.
Crista,BE32070225090978,BE69176605599763,Thu Feb 27 19:38:28 CET 2020,3991.54,EUR,Voluptates vitae deleniti impedit labore laborum.
Evalyn,BE34108678313323,BE58361115499328,Mon Feb 24 12:23:59 CET 2020,-3572.85,EUR,Recusandae sit rerum voluptas est.
Evalyn,BE34108678313323,BE73489006156015,Tue Mar 03 11:43:33 CET 2020,4183.35,EUR,Nulla alias sapiente fugit alias exercitationem velit.
Evalyn,BE34108678313323,BE69902382220066,Thu Mar 12 19:52:42 CET 2020,215.97,EUR,Aut aspernatur harum nostrum qui modi.
Evalyn,BE34108678313323,BE39503726970038,Sat Mar 14 02:51:11 CET 2020,3243.2,EUR,Quisquam ut a.
Evalyn,BE34108678313323,BE07083161810417,Mon Mar 16 13:39:40 CET 2020,-3816.68,EUR,Tempore iusto aut mollitia laborum.
Evalyn,BE34108678313323,BE81841613541898,Fri Mar 13 02:14:42 CET 2020,-2717.63,EUR,Numquam quo est delectus natus.
Evalyn,BE34108678313323,BE38652243673742,Sun Mar 15 15:35:15 CET 2020,-3337.6,EUR,Sapiente eaque dignissimos enim maiores.
Evalyn,BE34108678313323,BE62583767763261,Sat Mar 07 10:27:19 CET 2020,-2701.59,EUR,A ducimus veritatis quia ut eum veniam.
Evalyn,BE34108678313323,BE50562214124275,Sun Mar 15 16:41:46 CET 2020,-3795.0,EUR,Labore reiciendis magnam aliquam enim ullam laudantium.
Evalyn,BE34108678313323,BE12518736217121,Tue Mar 03 04:43:44 CET 2020,3423.42,EUR,Deleniti quis adipisci quos distinctio aspernatur incidunt inventore.
Milford,BE13361210310266,BE80033363401732,Fri Mar 13 16:43:27 CET 2020,-454.24,EUR,Occaecati earum consequatur quo est quo qui.
Milford,BE13361210310266,BE52531087373356,Sat Feb 29 06:04:32 CET 2020,-3544.71,EUR,Quam sapiente doloribus.
Benny,BE33538283943669,BE71094346244109,Thu Mar 12 22:59:37 CET 2020,-4309.48,EUR,Optio dolor inventore ipsa veniam magni nesciunt.
Benny,BE33538283943669,BE14664676529961,Mon Mar 16 02:05:55 CET 2020,-2466.77,EUR,Saepe eum similique autem fugit exercitationem.
Benny,BE33538283943669,BE53639938119224,Sun Mar 08 21:38:10 CET 2020,-132.66,EUR,Aut quis dolore voluptas vero quisquam nesciunt amet.
Benny,BE33538283943669,BE06265256845332,Wed Mar 04 02:52:02 CET 2020,4324.23,EUR,Consequatur laudantium sunt consequatur quia est.
Gonzalo,BE57671268477400,BE76225359483848,Sun Mar 01 17:37:04 CET 2020,358.92,EUR,Et expedita sit.
Gonzalo,BE57671268477400,BE31486452780472,Tue Mar 10 12:28:01 CET 2020,4608.85,EUR,At et velit voluptas non neque dolores ea.
Gonzalo,BE57671268477400,BE68600254625397,Thu Mar 05 19:00:06 CET 2020,-3777.73,EUR,Quasi et eaque ipsam quis.
Gonzalo,BE57671268477400,BE22831789182170,Fri Mar 13 05:28:33 CET 2020,-358.46,EUR,Minima consequatur vel rerum velit dolorem.
Karl,BE67920140996689,BE65496915199860,Fri Feb 21 10:54:49 CET 2020,-1556.59,EUR,Necessitatibus voluptate et commodi et quia et sit.
Karl,BE67920140996689,BE56500748470369,Mon Feb 24 18:46:15 CET 2020,1914.06,EUR,Eligendi autem repellat deleniti vel ut tempore.
Karl,BE67920140996689,BE19960326058613,Thu Mar 05 07:33:56 CET 2020,-2822.28,EUR,Debitis dignissimos voluptate et et aut et eaque.
Karl,BE67920140996689,BE88492657576118,Mon Mar 02 02:37:12 CET 2020,-1062.73,EUR,In cum quod culpa eaque.
Karl,BE67920140996689,BE53519397086695,Sat Mar 14 07:52:40 CET 2020,3543.11,EUR,Sit fugit nihil.
Karl,BE67920140996689,BE51069960608399,Thu Mar 05 23:09:16 CET 2020,-3062.03,EUR,A assumenda repellat voluptates.
Karl,BE67920140996689,BE18181694274419,Tue Feb 25 10:13:34 CET 2020,-1295.0,EUR,Quam cupiditate corrupti id corporis architecto.
Karl,BE67920140996689,BE35876299670294,Sat Feb 29 19:00:45 CET 2020,4227.21,EUR,Accusantium soluta culpa hic.
Karl,BE67920140996689,BE38118535008894,Sun Mar 08 21:23:47 CET 2020,-3930.21,EUR,Dolorem mollitia inventore non voluptas id officiis.
